audit_category,check_name,method,scenario,seed,status,observed,expected,tolerance,source_file,message
consistency,metrics_recompute_match,WGANGP_raw,20pct,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,20pct,456,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,20pct,456,PASS,833,833,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,20pct,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,block30d,123,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,block30d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,block30d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,block30d,42,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,block30d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,block30d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,block30d,456,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,block30d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,block30d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,block7d,123,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,block7d,123,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,block7d,123,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,block7d,42,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,block7d,42,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,block7d,42,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
traceability,metrics_row_traceability,WGANGP_raw,block7d,456,PASS,,,,results/canonical/predictions/WGANGP_raw.csv,source_prediction_file exists and matches method
integrity,n_evaluated_matches_mask_count,WGANGP_raw,block7d,456,PASS,840,840,,,n_evaluated matches freshly recomputed art_mask count
consistency,metrics_recompute_match,WGANGP_raw,block7d,456,PASS,0.0,0.0,1e-09,results/canonical/predictions/WGANGP_raw.csv,recomputed metrics match saved metrics (worst field: None)
provenance,no_legacy_file_read,Mean,,,PASS,5,5,,,all source_file values match the allowed whitelist
provenance,no_legacy_file_read,Linear,,,PASS,5,5,,,all source_file values match the allowed whitelist
provenance,no_legacy_file_read,KNN,,,PASS,5,5,,,all source_file values match the allowed whitelist
provenance,no_legacy_file_read,MICE,,,PASS,5,5,,,all source_file values match the allowed whitelist
provenance,no_legacy_file_read,AmountRF_DLPIF,,,PASS,12,12,,,all source_file values match the allowed whitelist
provenance,no_legacy_file_read,DirectTwoStageRF,,,PASS,15,15,,,all source_file values match the allowed whitelist
provenance,no_legacy_file_read,SingleStageRF,,,PASS,15,15,,,all source_file values match the allowed whitelist
provenance,no_legacy_file_read,MissingnessIndicatorRF,,,PASS,15,15,,,all source_file values match the allowed whitelist
provenance,no_legacy_file_read,SAITS,,,PASS,15,15,,,all source_file values match the allowed whitelist
provenance,no_legacy_file_read,WGANGP_raw,,,PASS,12,12,,,all source_file values match the allowed whitelist
provenance,no_legacy_file_read,WGANGP_PrecipFix,,,PASS,12,12,,,all source_file values match the allowed whitelist
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,10pct,42,PASS,0.0,0.0,1e-09,,"416 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,10pct,123,PASS,0.0,0.0,1e-09,,"416 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,10pct,456,PASS,0.0,0.0,1e-09,,"416 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,20pct,42,PASS,0.0,0.0,1e-09,,"833 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,20pct,123,PASS,0.0,0.0,1e-09,,"833 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,20pct,456,PASS,0.0,0.0,1e-09,,"833 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,block7d,42,PASS,0.0,0.0,1e-09,,"840 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,block7d,123,PASS,0.0,0.0,1e-09,,"840 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,block7d,456,PASS,0.0,0.0,1e-09,,"840 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,block30d,42,PASS,0.0,0.0,1e-09,,"840 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,block30d,123,PASS,0.0,0.0,1e-09,,"840 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
equivalence,dlpif_vs_direct_equivalence,AmountRF_DLPIF_vs_DirectTwoStageRF,block30d,456,PASS,0.0,0.0,1e-09,,"840 row_index-matched positions; max|y_pred diff|=0.0, max|y_true diff|=0.0 (backbone-discarded equivalence, manuscript Section 3.4 / 5.8)"
completeness,table4_groups_exist,Mean,,,PASS,5,5,,results/canonical/analysis/false_wet_rate.csv,all groups present
completeness,table4_groups_exist,Linear,,,PASS,5,5,,results/canonical/analysis/false_wet_rate.csv,all groups present
completeness,table4_groups_exist,KNN,,,PASS,5,5,,results/canonical/analysis/false_wet_rate.csv,all groups present
completeness,table4_groups_exist,MICE,,,PASS,5,5,,results/canonical/analysis/false_wet_rate.csv,all groups present
completeness,table4_groups_exist,AmountRF_DLPIF,,,PASS,12,12,,results/canonical/analysis/false_wet_rate.csv,all groups present
completeness,table4_groups_exist,DirectTwoStageRF,,,PASS,15,15,,results/canonical/analysis/false_wet_rate.csv,all groups present
completeness,table4_groups_exist,SingleStageRF,,,PASS,15,15,,results/canonical/analysis/false_wet_rate.csv,all groups present
completeness,table4_groups_exist,MissingnessIndicatorRF,,,PASS,15,15,,results/canonical/analysis/false_wet_rate.csv,all groups present
completeness,table4_groups_exist,SAITS,,,PASS,15,15,,results/canonical/analysis/false_wet_rate.csv,all groups present
completeness,table4_groups_exist,WGANGP_raw,,,PASS,12,12,,results/canonical/analysis/false_wet_rate.csv,all groups present
completeness,table4_groups_exist,WGANGP_PrecipFix,,,PASS,12,12,,results/canonical/analysis/false_wet_rate.csv,all groups present
consistency,table4_recompute_match,Mean,10pct,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,Linear,10pct,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,KNN,10pct,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MICE,10pct,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,10pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,10pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,10pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,10pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,10pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,10pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,10pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,10pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,10pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,10pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,10pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,10pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,10pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,10pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,10pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,10pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,10pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,10pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,10pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,10pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,10pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,Mean,20pct,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,Linear,20pct,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,KNN,20pct,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MICE,20pct,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,20pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,20pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,20pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,20pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,20pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,20pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,20pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,20pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,20pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,20pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,20pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,20pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,20pct,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,20pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,20pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,20pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,20pct,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,20pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,20pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,20pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,20pct,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,Mean,block7d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,Linear,block7d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,KNN,block7d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MICE,block7d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,block7d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,block7d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,block7d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,block7d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,block7d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,block7d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,block7d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,block7d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,block7d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,block7d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,block7d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,block7d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,block7d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,block7d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,block7d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,block7d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,block7d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,block7d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,block7d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,block7d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,block7d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,Mean,block30d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,Linear,block30d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,KNN,block30d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MICE,block30d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,block30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,block30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,block30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,block30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,block30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,AmountRF_DLPIF,block30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,block30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,block30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,block30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,block30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,block30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,block30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,block30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,block30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,block30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,block30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,block30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,block30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,block30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_raw,block30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,WGANGP_PrecipFix,block30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,Mean,netblock30d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,Linear,netblock30d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,KNN,netblock30d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MICE,netblock30d,deterministic,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,netblock30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,netblock30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SAITS,netblock30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,netblock30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,netblock30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,DirectTwoStageRF,netblock30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,netblock30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,netblock30d,123,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,netblock30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,netblock30d,42,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,SingleStageRF,netblock30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
consistency,table4_recompute_match,MissingnessIndicatorRF,netblock30d,456,PASS,0.0,0.0,1e-06,results/canonical/analysis/false_wet_rate.csv,recomputed matches stored
completeness,table7_groups_exist,Mean,,,PASS,5,5,,results/canonical/analysis/dry_spells.csv,all groups present
completeness,table7_groups_exist,Linear,,,PASS,5,5,,results/canonical/analysis/dry_spells.csv,all groups present
completeness,table7_groups_exist,KNN,,,PASS,5,5,,results/canonical/analysis/dry_spells.csv,all groups present
completeness,table7_groups_exist,MICE,,,PASS,5,5,,results/canonical/analysis/dry_spells.csv,all groups present
completeness,table7_groups_exist,AmountRF_DLPIF,,,PASS,12,12,,results/canonical/analysis/dry_spells.csv,all groups present
completeness,table7_groups_exist,DirectTwoStageRF,,,PASS,15,15,,results/canonical/analysis/dry_spells.csv,all groups present
completeness,table7_groups_exist,SingleStageRF,,,PASS,15,15,,results/canonical/analysis/dry_spells.csv,all groups present
completeness,table7_groups_exist,MissingnessIndicatorRF,,,PASS,15,15,,results/canonical/analysis/dry_spells.csv,all groups present
completeness,table7_groups_exist,SAITS,,,PASS,15,15,,results/canonical/analysis/dry_spells.csv,all groups present
completeness,table7_groups_exist,WGANGP_raw,,,PASS,12,12,,results/canonical/analysis/dry_spells.csv,all groups present
completeness,table7_groups_exist,WGANGP_PrecipFix,,,PASS,12,12,,results/canonical/analysis/dry_spells.csv,all groups present
