method,scenario,seed,station_id,cdd_obs,cdd_pred,cdd_abs_error,mean_dry_obs,mean_dry_pred,mean_dry_abs_error,p95_dry_obs,p95_dry_pred,p95_dry_abs_error
Linear,mnar_intensity_severe,deterministic,17750,48.0,48.0,0.0,5.582677165354331,6.034188034188034,0.4515108688337035,18.0,18.399999999999977,0.39999999999997726
KNN,mnar_intensity_severe,deterministic,17155,45.0,31.0,14.0,5.758064516129032,5.546875,0.21118951612903203,18.0,18.0,0.0
KNN,mnar_intensity_severe,deterministic,17704,44.0,44.0,0.0,5.392307692307693,4.9714285714285715,0.42087912087912116,18.0,17.0,1.0
KNN,mnar_intensity_severe,deterministic,17748,44.0,44.0,0.0,5.906779661016949,5.484126984126984,0.4226526768899648,18.299999999999983,17.5,0.799999999999983
KNN,mnar_intensity_severe,deterministic,17750,48.0,48.0,0.0,5.582677165354331,5.566929133858268,0.015748031496062964,18.0,18.0,0.0
MICE,mnar_intensity_severe,deterministic,17155,45.0,31.0,14.0,5.758064516129032,5.366412213740458,0.3916523023885743,18.0,18.0,0.0
MICE,mnar_intensity_severe,deterministic,17704,44.0,44.0,0.0,5.392307692307693,4.9855072463768115,0.40680044593088116,18.0,17.0,1.0
MICE,mnar_intensity_severe,deterministic,17748,44.0,44.0,0.0,5.906779661016949,5.404761904761905,0.5020177562550439,18.299999999999983,15.0,3.299999999999983
MICE,mnar_intensity_severe,deterministic,17750,48.0,46.0,2.0,5.582677165354331,5.320610687022901,0.2620664783314295,18.0,17.0,1.0
SingleStageRF,mnar_intensity_severe,42,17155,45.0,45.0,0.0,5.758064516129032,5.465116279069767,0.29294823705926465,18.0,18.0,0.0
SingleStageRF,mnar_intensity_severe,42,17704,44.0,44.0,0.0,5.392307692307693,4.978260869565218,0.41404682274247495,18.0,17.0,1.0
SingleStageRF,mnar_intensity_severe,42,17748,44.0,44.0,0.0,5.906779661016949,5.508064516129032,0.39871514488791693,18.299999999999983,15.0,3.299999999999983
SingleStageRF,mnar_intensity_severe,42,17750,48.0,46.0,2.0,5.582677165354331,5.395348837209302,0.18732832814502842,18.0,18.0,0.0
DirectTwoStageRF,mnar_intensity_severe,42,17155,45.0,45.0,0.0,5.758064516129032,5.698412698412699,0.05965181771633343,18.0,18.0,0.0
DirectTwoStageRF,mnar_intensity_severe,42,17704,44.0,44.0,0.0,5.392307692307693,5.2444444444444445,0.14786324786324823,18.0,17.299999999999997,0.7000000000000028
DirectTwoStageRF,mnar_intensity_severe,42,17748,44.0,44.0,0.0,5.906779661016949,5.857142857142857,0.049636803874092195,18.299999999999983,18.19999999999999,0.09999999999999432
DirectTwoStageRF,mnar_intensity_severe,42,17750,48.0,48.0,0.0,5.582677165354331,5.558139534883721,0.02453763047060953,18.0,18.0,0.0
SAITS,mnar_intensity_severe,42,17155,45.0,45.0,0.0,5.758064516129032,5.813008130081301,0.05494361395226921,18.0,19.799999999999983,1.799999999999983
SAITS,mnar_intensity_severe,42,17704,44.0,44.0,0.0,5.392307692307693,5.028776978417266,0.3635307138904267,18.0,17.0,1.0
SAITS,mnar_intensity_severe,42,17748,44.0,44.0,0.0,5.906779661016949,5.456,0.45077966101694855,18.299999999999983,15.799999999999997,2.499999999999986
SAITS,mnar_intensity_severe,42,17750,48.0,46.0,2.0,5.582677165354331,5.46875,0.11392716535433056,18.0,18.0,0.0
SingleStageRF,mnar_intensity_severe,123,17155,45.0,45.0,0.0,5.758064516129032,5.465116279069767,0.29294823705926465,18.0,18.0,0.0
SingleStageRF,mnar_intensity_severe,123,17704,44.0,44.0,0.0,5.392307692307693,5.0588235294117645,0.3334841628959282,18.0,17.25,0.75
SingleStageRF,mnar_intensity_severe,123,17748,44.0,44.0,0.0,5.906779661016949,5.560975609756097,0.3458040512608518,18.299999999999983,15.899999999999991,2.3999999999999915
SingleStageRF,mnar_intensity_severe,123,17750,48.0,46.0,2.0,5.582677165354331,5.395348837209302,0.18732832814502842,18.0,18.0,0.0
DirectTwoStageRF,mnar_intensity_severe,123,17155,45.0,45.0,0.0,5.758064516129032,5.658730158730159,0.09933435739887297,18.0,18.0,0.0
DirectTwoStageRF,mnar_intensity_severe,123,17704,44.0,44.0,0.0,5.392307692307693,5.214814814814815,0.17749287749287745,18.0,17.299999999999997,0.7000000000000028
DirectTwoStageRF,mnar_intensity_severe,123,17748,44.0,44.0,0.0,5.906779661016949,5.775,0.1317796610169486,18.299999999999983,18.099999999999994,0.19999999999998863
DirectTwoStageRF,mnar_intensity_severe,123,17750,48.0,48.0,0.0,5.582677165354331,5.507692307692308,0.0749848576620229,18.0,18.0,0.0
SAITS,mnar_intensity_severe,123,17155,45.0,45.0,0.0,5.758064516129032,5.712,0.046064516129032285,18.0,19.599999999999994,1.5999999999999943
SAITS,mnar_intensity_severe,123,17704,44.0,44.0,0.0,5.392307692307693,5.2611940298507465,0.13111366245694622,18.0,17.349999999999994,0.6500000000000057
SAITS,mnar_intensity_severe,123,17748,44.0,44.0,0.0,5.906779661016949,5.672131147540983,0.23464851347596571,18.299999999999983,17.899999999999977,0.4000000000000057
SAITS,mnar_intensity_severe,123,17750,48.0,48.0,0.0,5.582677165354331,5.72,0.1373228346456692,18.0,18.0,0.0
SingleStageRF,mnar_intensity_severe,456,17155,45.0,45.0,0.0,5.758064516129032,5.465116279069767,0.29294823705926465,18.0,18.0,0.0
SingleStageRF,mnar_intensity_severe,456,17704,44.0,44.0,0.0,5.392307692307693,5.021897810218978,0.3704098820887145,18.0,17.0,1.0
SingleStageRF,mnar_intensity_severe,456,17748,44.0,44.0,0.0,5.906779661016949,5.508064516129032,0.39871514488791693,18.299999999999983,15.0,3.299999999999983
SingleStageRF,mnar_intensity_severe,456,17750,48.0,46.0,2.0,5.582677165354331,5.395348837209302,0.18732832814502842,18.0,18.0,0.0
DirectTwoStageRF,mnar_intensity_severe,456,17155,45.0,45.0,0.0,5.758064516129032,5.645669291338582,0.11239522479044961,18.0,18.0,0.0
DirectTwoStageRF,mnar_intensity_severe,456,17704,44.0,44.0,0.0,5.392307692307693,5.1911764705882355,0.2011312217194572,18.0,17.25,0.75
DirectTwoStageRF,mnar_intensity_severe,456,17748,44.0,44.0,0.0,5.906779661016949,5.857142857142857,0.049636803874092195,18.299999999999983,18.19999999999999,0.09999999999999432
DirectTwoStageRF,mnar_intensity_severe,456,17750,48.0,48.0,0.0,5.582677165354331,5.565891472868217,0.01678569248611339,18.0,18.0,0.0
SAITS,mnar_intensity_severe,456,17155,45.0,45.0,0.0,5.758064516129032,5.806451612903226,0.04838709677419395,18.0,19.69999999999999,1.6999999999999886
SAITS,mnar_intensity_severe,456,17704,44.0,44.0,0.0,5.392307692307693,5.325925925925926,0.06638176638176674,18.0,17.299999999999997,0.7000000000000028
SAITS,mnar_intensity_severe,456,17748,44.0,44.0,0.0,5.906779661016949,5.688524590163935,0.2182550708530142,18.299999999999983,18.849999999999966,0.549999999999983
SAITS,mnar_intensity_severe,456,17750,48.0,49.0,1.0,5.582677165354331,5.848,0.2653228346456693,18.0,18.0,0.0
