method,scenario,seed,station_id,cdd_obs,cdd_pred,cdd_abs_error,mean_dry_obs,mean_dry_pred,mean_dry_abs_error,p95_dry_obs,p95_dry_pred,p95_dry_abs_error,n_dry_spells_obs,n_dry_spells_pred
DLPIF,10pct,42,17748,44.0,44.0,0.0,5.156424581005586,5.229461756373937,0.07303717536835119,17.149999999999977,17.399999999999977,0.25,358,353
DLPIF,10pct,42,17750,48.0,48.0,0.0,5.701807228915663,5.647761194029851,0.054046034885812055,19.44999999999999,19.30000000000001,0.14999999999997726,332,335
DLPIF,20pct,42,17155,45.0,45.0,0.0,5.338888888888889,5.335180055401662,0.003708833487226393,17.0,17.0,0.0,360,361
DLPIF,20pct,42,17704,44.0,44.0,0.0,5.162983425414365,5.177285318559557,0.014301893145192146,17.0,17.0,0.0,362,361
DLPIF,20pct,42,17748,44.0,44.0,0.0,5.156424581005586,5.173669467787115,0.017244886781528912,17.149999999999977,17.19999999999999,0.05000000000001137,358,357
DLPIF,20pct,42,17750,48.0,48.0,0.0,5.701807228915663,5.692771084337349,0.00903614457831381,19.44999999999999,19.44999999999999,0.0,332,332
knn,10pct,deterministic,17155,45.0,30.0,15.0,5.338888888888889,3.770065075921909,1.5688238129669796,17.0,11.0,6.0,360,461
knn,10pct,deterministic,17704,44.0,28.0,16.0,5.162983425414365,3.6806167400881056,1.4823666853262591,17.0,10.349999999999966,6.650000000000034,362,454
knn,10pct,deterministic,17748,44.0,23.0,21.0,5.156424581005586,3.5450643776824036,1.6113602033231826,17.149999999999977,9.75,7.399999999999977,358,466
knn,10pct,deterministic,17750,48.0,45.0,3.0,5.701807228915663,3.962962962962963,1.7388442659527001,19.44999999999999,12.0,7.449999999999989,332,432
knn,20pct,deterministic,17155,45.0,18.0,27.0,5.338888888888889,2.827205882352941,2.5116830065359474,17.0,8.0,9.0,360,544
knn,20pct,deterministic,17704,44.0,23.0,21.0,5.162983425414365,2.864406779661017,2.298576645753348,17.0,8.0,9.0,362,531
knn,20pct,deterministic,17748,44.0,26.0,18.0,5.156424581005586,2.8697318007662833,2.286692780239303,17.149999999999977,9.0,8.149999999999977,358,522
knn,20pct,deterministic,17750,48.0,19.0,29.0,5.701807228915663,2.962962962962963,2.7388442659527,19.44999999999999,8.0,11.449999999999989,332,513
knn,block30d,deterministic,17155,45.0,34.0,11.0,5.338888888888889,4.682779456193353,0.6561094326955352,17.0,15.5,1.5,360,331
knn,block30d,deterministic,17704,44.0,37.0,7.0,5.162983425414365,4.582089552238806,0.5808938731755591,17.0,13.300000000000011,3.6999999999999886,362,335
knn,block30d,deterministic,17748,44.0,39.0,5.0,5.156424581005586,4.5119760479041915,0.6444485331013947,17.149999999999977,14.349999999999966,2.8000000000000114,358,334
knn,block30d,deterministic,17750,48.0,45.0,3.0,5.701807228915663,4.890282131661442,0.8115250972542212,19.44999999999999,15.0,4.449999999999989,332,319
knn,block7d,deterministic,17155,45.0,18.0,27.0,5.338888888888889,3.4755555555555557,1.8633333333333328,17.0,10.0,7.0,360,450
knn,block7d,deterministic,17704,44.0,19.0,25.0,5.162983425414365,3.435374149659864,1.7276092757545007,17.0,10.0,7.0,362,441
knn,block7d,deterministic,17748,44.0,28.0,16.0,5.156424581005586,3.4895104895104896,1.6669140914950966,17.149999999999977,11.0,6.149999999999977,358,429
knn,block7d,deterministic,17750,48.0,21.0,27.0,5.701807228915663,3.6880952380952383,2.0137119908204246,19.44999999999999,12.0,7.449999999999989,332,420
knn,10pct,deterministic,17155,45.0,30.0,15.0,5.338888888888889,3.770065075921909,1.5688238129669796,17.0,11.0,6.0,360,461
