bin_lo,bin_hi,count,mean_pred,obs_freq,seed,variant,split
0.8,0.9,216,0.8640368290386834,0.8611111111111112,123,platt,VAL-SELECT
0.9,1.0,156,0.9169971727684203,0.9358974358974359,123,platt,VAL-SELECT
0.0,0.1,853,0.04276224294139641,0.03634232121922626,123,isotonic,VAL-SELECT
0.1,0.2,374,0.13702576345639264,0.16042780748663102,123,isotonic,VAL-SELECT
0.2,0.30000000000000004,150,0.2642690763030822,0.25333333333333335,123,isotonic,VAL-SELECT
0.30000000000000004,0.4,3,0.35699875210388415,0.0,123,isotonic,VAL-SELECT
0.4,0.5,80,0.45094145439115857,0.4,123,isotonic,VAL-SELECT
0.5,0.6000000000000001,86,0.5229235880398668,0.5232558139534884,123,isotonic,VAL-SELECT
0.6000000000000001,0.7000000000000001,103,0.6933656957928802,0.6504854368932039,123,isotonic,VAL-SELECT
0.7000000000000001,0.8,181,0.7568166675070083,0.850828729281768,123,isotonic,VAL-SELECT
0.8,0.9,87,0.8829756870759473,0.8620689655172413,123,isotonic,VAL-SELECT
0.9,1.0,162,0.9714634679217876,0.9382716049382716,123,isotonic,VAL-SELECT
0.0,0.1,108,0.049037069075804525,0.009259259259259259,123,raw,TEST:10pct
0.1,0.2,63,0.14185258561056824,0.031746031746031744,123,raw,TEST:10pct
0.2,0.30000000000000004,47,0.24923380366661754,0.14893617021276595,123,raw,TEST:10pct
0.30000000000000004,0.4,33,0.3515393696416111,0.21212121212121213,123,raw,TEST:10pct
0.4,0.5,17,0.44142143036336456,0.35294117647058826,123,raw,TEST:10pct
0.5,0.6000000000000001,16,0.5461056130739046,0.5625,123,raw,TEST:10pct
0.6000000000000001,0.7000000000000001,19,0.652644950723449,0.5789473684210527,123,raw,TEST:10pct
0.7000000000000001,0.8,27,0.7533442455541006,0.7407407407407407,123,raw,TEST:10pct
0.8,0.9,34,0.8579129491373639,0.9117647058823529,123,raw,TEST:10pct
0.9,1.0,52,0.9455102751493248,0.9038461538461539,123,raw,TEST:10pct
0.0,0.1,158,0.06061858651692814,0.0189873417721519,123,platt,TEST:10pct
0.1,0.2,63,0.1424428299731407,0.1111111111111111,123,platt,TEST:10pct
0.2,0.30000000000000004,31,0.24826293007697212,0.25806451612903225,123,platt,TEST:10pct
0.30000000000000004,0.4,15,0.34887142390137854,0.3333333333333333,123,platt,TEST:10pct
0.4,0.5,9,0.4518421801178978,0.3333333333333333,123,platt,TEST:10pct
0.5,0.6000000000000001,12,0.5569666022050473,0.6666666666666666,123,platt,TEST:10pct
0.6000000000000001,0.7000000000000001,14,0.661844856278277,0.5714285714285714,123,platt,TEST:10pct
0.7000000000000001,0.8,19,0.7471481472587239,0.7894736842105263,123,platt,TEST:10pct
0.8,0.9,57,0.8603120961799484,0.8070175438596491,123,platt,TEST:10pct
0.9,1.0,38,0.9170661771901701,1.0,123,platt,TEST:10pct
0.0,0.1,142,0.037940078785713975,0.007042253521126761,123,isotonic,TEST:10pct
0.1,0.2,77,0.14198235214857868,0.11688311688311688,123,isotonic,TEST:10pct
0.2,0.30000000000000004,35,0.27048098883685584,0.2571428571428571,123,isotonic,TEST:10pct
0.30000000000000004,0.4,0,,,123,isotonic,TEST:10pct
0.4,0.5,19,0.4468130108170411,0.2631578947368421,123,isotonic,TEST:10pct
0.5,0.6000000000000001,15,0.5228571428571428,0.6666666666666666,123,isotonic,TEST:10pct
0.6000000000000001,0.7000000000000001,24,0.6938657407407406,0.7083333333333334,123,isotonic,TEST:10pct
0.7000000000000001,0.8,44,0.7550785068426197,0.7954545454545454,123,isotonic,TEST:10pct
0.8,0.9,20,0.8830917874396136,0.8,123,isotonic,TEST:10pct
0.9,1.0,40,0.9694159116315774,0.975,123,isotonic,TEST:10pct
0.0,0.1,212,0.05370377439023738,0.0047169811320754715,123,raw,TEST:block7d
0.1,0.2,167,0.1475306516201432,0.08982035928143713,123,raw,TEST:block7d
0.2,0.30000000000000004,112,0.24091420502276092,0.16964285714285715,123,raw,TEST:block7d
0.30000000000000004,0.4,55,0.3445923064080361,0.23636363636363636,123,raw,TEST:block7d
0.4,0.5,47,0.457637110433181,0.48936170212765956,123,raw,TEST:block7d
0.5,0.6000000000000001,29,0.5484288223752849,0.6206896551724138,123,raw,TEST:block7d
0.6000000000000001,0.7000000000000001,35,0.6463831996204739,0.6571428571428571,123,raw,TEST:block7d
0.7000000000000001,0.8,41,0.7608117761899312,0.8048780487804879,123,raw,TEST:block7d
0.8,0.9,75,0.8503158408167116,0.8933333333333333,123,raw,TEST:block7d
0.9,1.0,67,0.9436872494786382,0.9253731343283582,123,raw,TEST:block7d
0.0,0.1,340,0.06394876450602359,0.04411764705882353,123,platt,TEST:block7d
0.1,0.2,159,0.13680619162454166,0.1320754716981132,123,platt,TEST:block7d
0.2,0.30000000000000004,47,0.24132528208629128,0.2553191489361702,123,platt,TEST:block7d
0.30000000000000004,0.4,36,0.3575125159820147,0.4722222222222222,123,platt,TEST:block7d
0.4,0.5,23,0.4385433037186584,0.5652173913043478,123,platt,TEST:block7d
0.5,0.6000000000000001,23,0.548687625188155,0.6956521739130435,123,platt,TEST:block7d
0.6000000000000001,0.7000000000000001,29,0.6513545221799686,0.6206896551724138,123,platt,TEST:block7d
0.7000000000000001,0.8,32,0.7686624191607176,0.8125,123,platt,TEST:block7d
0.8,0.9,101,0.8568122069935463,0.8910891089108911,123,platt,TEST:block7d
0.9,1.0,50,0.9159408915552534,0.92,123,platt,TEST:block7d
0.0,0.1,290,0.04204381033165886,0.03793103448275862,123,isotonic,TEST:block7d
